"business_id","rating","RestaurantsPriceRange2","business.parking","BikeParking","NoiseLevel","RestaurantsGoodForGroups","RestaurantsDelivery","HasTV","WiFi","RestaurantsTakeOut","RestaurantsReservations","RestaurantsTableService"
"MyC3J3Pnjj9_TaN8xdaSrw",3,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"mYlNFkIiFY3SyDl-nPWR5g",4,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"myMxzOD5TkwyiXfkNtKifg",5,2,1,TRUE,"average",TRUE,TRUE,FALSE,"free",TRUE,TRUE,TRUE
"mYsswaRTS-5NFUifYCW0-Q",4,2,1,NA,NA,TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE
"MyTwf4M3DF2Bl70-a7leog",1,2,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mZbcG-ZPgKYe6uMB5btOpg",2,3,0,NA,"quiet",TRUE,NA,NA,NA,NA,NA,TRUE
"mZde8M2gs5popxzKOvCo5w",2.75,1,0,NA,NA,TRUE,TRUE,NA,"no",TRUE,TRUE,TRUE
"MZJBJiam-5RhA4a64yAIHA",2.5,2,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"MZNrlYIMt2FwcdEH33_EHw",3,1,NA,NA,"average",TRUE,TRUE,FALSE,"free",TRUE,FALSE,FALSE
"mZRKH9ngRY92bI_irrHq6w",4,3,0,TRUE,"average",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"n-6NSy9JxV8qzNGlJ5OKYQ",1,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"N_AKBS5GxZsSe9ofWkHsIQ",4,3,1,NA,"quiet",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"n_fg4B1BPzcE2PK8qqnLhw",3.83333333333333,1,0,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"n_K2xa_nqzUqaUJa0S_5tQ",2.59259259259259,1,1,FALSE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,TRUE
"n_kCnCrAJRfyIOmgiW30iw",3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N0apJkxIem2E8irTBRKnHw",4.08333333333333,2,1,FALSE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"n0JifoI1yWxaBiv7VLRc4Q",3,2,0,TRUE,"very_loud",TRUE,FALSE,TRUE,"no",TRUE,FALSE,NA
"n0NH0FW8NU3zfeJY3QluMQ",3,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"n0SSApg8pIMu9uWr7IvxcQ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N0TfUwsO5hvwOkmPb2obLA",1.75,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"n1ds3eXwBDIRaxp9wDgbDw",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n1S7XnZfCCDIWlMZ8yUvEw",3.5,1,0,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"n2NRR4N-kmeDvhHJivHGkA",1,3,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"n2OJ7LiXsuoel1uK8AYF4A",2,2,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"N2PlDjUJVfOJzsPzY0Au1w",2.2,1,1,NA,"quiet",TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE
"n2sA7raIheUCgBq14Vlt5w",2,2,0,TRUE,"quiet",FALSE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"N3GQ4GhQviglogQR1dPNgg",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"N3kBSwTiplhiCSyhEdrXrg",4.13333333333333,2,1,FALSE,"quiet",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"n4Irl1jWt0-AlAdMMyI-NA",3,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"n5jTCFF6LqNIAz6Jx5-3tw",3,1,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"n5yuDcNR0OygR1wkrvsUhA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n62dcL1e8BQA1_kUEYrldQ",4.08571428571429,2,1,TRUE,"quiet",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"N7yuiiu8jhQ-Fl9Npflreg",2.76785714285714,2,0,FALSE,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"n9WOZlk5k868HXRVhKp5IQ",4.5,2,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,TRUE
"na4Th5DrNauOv-c43QQFvA",4.13559322033898,3,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"NA7XJzFo9SfN-8KhTFv1bQ",3.66666666666667,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"naIri3sawHNvekftRyrasg",2.5,2,0,FALSE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"NaO8109RYqscYu8fLzURsQ",4,2,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,FALSE,TRUE
"NASjUYKkz6l7hQLxMf2lqg",4.5,1,1,FALSE,"average",FALSE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"naTXjWzBdINebf6jfnwtwA",2.25,2,0,FALSE,"quiet",TRUE,NA,TRUE,"no",TRUE,TRUE,TRUE
"naX46MT7k6aDVB-j1jhBEg",5,1,1,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA
"NaZVUOzqk5b-l0mlki-9Og",3.68181818181818,1,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"NbaP_lZTns_GbTSkQz_KIw",2.25,2,0,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"NbBB_GZoIVjiv6q5z8dT2A",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nbf4o8gUP2y9JKFE2wBO2A",4,1,NA,FALSE,"very_loud",FALSE,FALSE,NA,NA,TRUE,TRUE,FALSE
"nbF7bEjx_4lQJ3t6aVqFjA",1,2,NA,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"nbVtxapTeq5HELUeNRgc6w",4.17391304347826,2,0,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"nBwOIq5KI-zmxp061dTmgw",3.58181818181818,1,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,FALSE
"NC-i4xLdgVAjnvL8YB4fuA",1,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"Nc_NEb6YtnyPgQUya3Izqw",3,1,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"NCFwm2-TDb-oBQ2medmYDg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCjPlS_aDf-gUgmm3FlhzA",2.625,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"NcNzTKVatkbRkD_G8A891A",3.5,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nd-dSwGuSGhx-fF3-M70Og",1,NA,NA,NA,"quiet",NA,NA,NA,NA,NA,NA,NA
"nd3FuTBL1ezKFmfhLmJY2w",3.25,1,NA,NA,NA,TRUE,NA,NA,"no",NA,NA,NA
"NDC3StqRdWu2Z7WMIBVbBg",1,2,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"ndfP-epLKIU0RA3JvacMUQ",3.66666666666667,1,1,NA,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"NdqDt4c2ZWpGTUWvcDDKkw",2.71428571428571,1,1,NA,"quiet",TRUE,TRUE,FALSE,"no",TRUE,FALSE,TRUE
"nDR44qJoC2NZwhy0RcIS_w",5,1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nDT0T3yW6G89vzdx4p_P4A",4.23076923076923,1,1,FALSE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"nebRKfau_9iTxRDR6WGj9A",2,2,0,FALSE,"loud",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"neE2-VPqCHyp8rlR3u2oqQ",1,2,NA,FALSE,NA,TRUE,TRUE,FALSE,"no",TRUE,TRUE,NA
"nemcwBBzPuTbP9oKF9t_Jw",3,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"NEVA0IYbawceL6kz5v5DAw",2.5,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"nF1-0uiqIS_c9J6RtJGnKw",5,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nF5TXLMmC6IJgQxE9CEZPw",3.4,2,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"NF6di6YcQxN0rDAleE7SyQ",3.14285714285714,2,1,FALSE,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"nFktMPlUZh06-dGTg4HdPw",2.875,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"NFOj3uboFzeNF5X-dWUd_w",1.76923076923077,2,1,NA,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"nFVqjh-JCOuV2Uci1ZfJ_Q",4.5,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"Ng619X3N-q4Z_08hXKA9HQ",3.8,2,0,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA
"nGaHAOp191884-yx5CHHCg",2.5,2,0,FALSE,"average",TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE
"NgioF61Bs9YNLBg0o9I-Uw",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"nGqCSg5ei7wYwaKFBN-8FA",2,3,NA,FALSE,NA,TRUE,FALSE,TRUE,"no",TRUE,FALSE,NA
"nGrWM-GTZmHMr_yKARx90Q",3.6,2,0,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nH9sGGOaW0ONeIYcmsK3EQ",3.52380952380952,2,1,FALSE,"loud",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nhOCUUgFa1izAiWVKAxhCQ",5,2,1,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA
"NI_4CRkYsvPTh_FvC35F-Q",1,2,0,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA
"nI7rAP_HGFV9PJRiSEojTg",3,1,1,TRUE,"loud",TRUE,NA,TRUE,NA,NA,FALSE,NA
"ni8n5i3DKhlXLjf251VR3Q",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"niAXyReCpw68xeMIMj2cFA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NiFAkq5YxEHr4d6U0yrUYg",5,1,NA,TRUE,NA,FALSE,TRUE,TRUE,"no",TRUE,FALSE,NA
"NIhArua4-tlZZXdGuy2SRQ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NIjZNZCeMwILmFGzXdTLkg",3.6,1,0,NA,"quiet",FALSE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"NImT1XHwwUmoHaPEjIIwRQ",3.54166666666667,2,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"NiviplzqF1RtwLvYnL79fQ",4.66666666666667,1,0,NA,"average",FALSE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"NJ0RzuWd5xDqfJejYQZ65g",4.09756097560976,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"nJ0vbPf5jh5Kpe9Dno-8uA",4,2,0,NA,NA,TRUE,FALSE,NA,"no",TRUE,TRUE,TRUE
"nJIKbDR9dHAa3A5KWrBoGw",2.83333333333333,2,1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA
"nJlbMiRG64TKjILChtDXLQ",3,NA,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"njngMI0mhAGJ-kH0oo68Ow",3.33333333333333,1,1,TRUE,"loud",FALSE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"NJyTPOukXuLK8vabKw7nvA",3.375,2,1,FALSE,"average",TRUE,TRUE,FALSE,"free",TRUE,TRUE,TRUE
"nJZK82jCm45_cJflW_pMKw",1,2,1,TRUE,"quiet",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"nkFOHrBNM5x9hoT7KUNdwg",2.8,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"nkHaix6KenApS8M-liZsCQ",2,3,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,TRUE,TRUE
"NKMkvLWatV9v7zbMNS6D3g",4.75,1,0,FALSE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"nktQ_aBRp5CmVOkXR0Mz1g",3.5,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"nkubaPIxnt6ZYhjKsAe3yg",2,2,1,TRUE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"NKYirjjTpzezUi4Rhj64bA",4,1,1,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"nl_gkvVXtsIlhGE0sP0qFw",2.83783783783784,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"Nl4v432g8ZdnZhAlShj8Sw",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nl8ph70io2a8VD6R14dIag",3,1,0,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"nlU0Gp7KCN2hjIzcTdWy0w",4.66666666666667,2,0,NA,"average",FALSE,TRUE,FALSE,"no",TRUE,FALSE,NA
"nlVjdQq9FzdQ3bfy-8y80g",5,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"nM2Jl9GS7IGlluey8ieivg",3.5,1,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,FALSE
"NM3iiGNrwoyNKWXiRT-nKA",3,2,1,TRUE,"quiet",FALSE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"Nm6j_BNOFLiO_wRjPF9GBg",4,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"NM9A38hqiOAYbnUPpNz-UQ",5,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"NMeFl9el_5rq98oakW7URg",1,2,1,TRUE,"loud",TRUE,NA,TRUE,"free",NA,TRUE,NA
"nnB9aw5tLaYZHgAvwzpPOg",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"NncsqhAElh0zykYdUULByg",3.33333333333333,2,NA,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"nnDLapJk1z2NJE0-XzwMlQ",5,3,1,FALSE,"average",TRUE,FALSE,FALSE,"no",FALSE,TRUE,TRUE
"nNj8s_Brd4FxZB6VkQ_XoA",4,2,1,TRUE,NA,NA,NA,NA,"free",NA,NA,NA
"nNKGSpRiHm79HlA2mMdrAg",3,2,1,NA,"very_loud",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"nNroLnN_dD5qc8hKJE-_Ag",4.88888888888889,2,NA,FALSE,"quiet",TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA
"NNs2v3f6FIdZ7cSu3LRaHw",4,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"NnV0LkIs5YjUSPzAP1nWXQ",3,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"nNz_7luh2aD1_U9N3tJUMA",4,2,0,FALSE,"average",FALSE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"NO-kZ9See-AXcZDtssJMmw",3.72222222222222,2,1,NA,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"NOdggjzZu9QhSeVUeRHvzA",4,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nOidqR9yk6clKeXbuT_gZg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"noiPFrmuzbZW6rZF3OPn0A",4.71428571428571,1,0,NA,"average",TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA
"NOjmj2XNnn2kuc7lARdggQ",4,1,1,TRUE,"quiet",FALSE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"Np8MXME68JGYxJQ01lDd3g",2.5,1,1,TRUE,"loud",TRUE,FALSE,FALSE,"free",TRUE,FALSE,TRUE
"NPiVx-WKsuOEl1v0eWdxYg",3.33333333333333,3,NA,FALSE,"average",TRUE,TRUE,FALSE,"free",TRUE,TRUE,TRUE
"npqc1DO90A5TzavGmYyGhA",5,1,1,TRUE,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,FALSE
"nPTvNrnvL6IuBbYnGOaDSg",3,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,TRUE,TRUE
"Nq0UHjD_cKW9UbIJplQf_g",5,2,1,TRUE,"average",FALSE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"nQD284VfImPe_UXkmq4yaQ",2.5,2,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"NQEN9FoxUrUPWtmTjBRvcA",2.5,NA,NA,NA,"quiet",NA,NA,NA,"free",NA,NA,TRUE
"nQjuBVbcRFyX3trnuf_8CQ",3.88888888888889,2,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE
"NQUuMWJzAb-aO5HysOu0dQ",3,2,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nQVPgOqVrNIWhY3F5kS79g",3.41666666666667,1,1,TRUE,"quiet",FALSE,TRUE,FALSE,"no",TRUE,FALSE,FALSE
"NqWGTpXV9_LSa7B28JGzaA",4,1,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nQxeoUAFlCDj63xHVIMstw",4.5,2,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"NR2-lpZ91nDvP5pfavhtIQ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ns08SBgBbVWlY7ifP-rE5A",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ns4tjgLfqR1qawGlNFROBA",4.25,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"NSBiCz9CRowb6uwpC3vZrQ",5,2,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA
"NSGFzlDGs71v43Y7a1XH0A",3.25,2,0,TRUE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"NSmoI-d_rMZXp0UCM1vdog",4,1,0,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
"nT16Y6AsJDwEpUB1JICKzg",4.5,2,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"nt4u1wSGcvxZL6e15oViWw",3.21428571428571,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"nt4V7wbnqEL7omkH5LXeFQ",3,3,0,NA,"average",TRUE,NA,NA,NA,NA,TRUE,TRUE
"nTc-Qj_-ABZrpM9YSpJ6jA",2.84615384615385,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"ntfDRwVlUb3nmWdMdPjq0Q",3.36,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"NtiBsNppXU0XS4zM89dphQ",3,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"NtP9zu-UWq2f7nS6xGuwZQ",1,1,0,FALSE,NA,FALSE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"NTPtDnlj48ISy175U89bXA",3.75,1,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"nuaNl9H7d3zvF6VVTe0rQA",4,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"NuExoRpRNRsVgRyF_E5Zhw",1,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,FALSE
"nUfeYJ_YEaDzggPKnYry3g",1,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"nufnlBHEukhwqRA4LD-Q3A",2.75,1,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,NA
"NuGZD3yBVqzpY1HuzT26mQ",2.6,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"NuHMsgv4To_SFl4c6uqOnQ",5,1,NA,TRUE,"quiet",TRUE,NA,TRUE,"free",TRUE,NA,TRUE
"NUpRBNSWuhRQ2tze3-A-Ng",1.93333333333333,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",FALSE,FALSE,FALSE
"NUqNfkbCIPL42JAZVrr3QQ",4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUT7tou1Uvjh0GB4I41Qig",2.25,2,1,TRUE,"quiet",TRUE,TRUE,TRUE,"no",TRUE,TRUE,TRUE
"nuT8Bgfz7HTJQqbJFddkBw",1,2,1,FALSE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nuVAfv24cYXl_PerBXWQwA",3.07692307692308,2,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"nV_QohN5iOTnLRbLsBEGHQ",3.5,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,FALSE,TRUE
"nV8mDMin6c964MgjK6JZgg",3,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nvbfWYxTNq5XgJkcAPcXNQ",1,2,1,TRUE,NA,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE
"Nvd7jbpKcFhpFlWOivEH6A",3.42857142857143,1,0,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA
"NvG2KYObJujUeswSDmww_w",1,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"nvgQJWEtUbawYqMdvCO0yA",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nvisKK8rLsGonRIvGCttUQ",2,1,0,TRUE,"quiet",TRUE,FALSE,TRUE,"free",TRUE,FALSE,TRUE
"nVqOTTfDiu12xsQtFTO7_w",3.5,1,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA
"NvSgQx1b21uPZpALzj1o6w",4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NVwIn5UQokETKIh9fECYMQ",3,3,1,TRUE,NA,NA,FALSE,NA,NA,TRUE,NA,NA
"nW27OMU438BjZF64lj97sQ",5,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"nWbKigQTHKXMuwsvva_rXQ",5,1,1,TRUE,NA,NA,FALSE,NA,"free",TRUE,NA,NA
"NwlAFYcFl2wmViUcX3mMZQ",2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
"nWW6fBfBljiRFa4sG7TyxA",4,2,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"NwWYSYGHFyHQMmsXu0SiYA",3,2,1,TRUE,"average",TRUE,TRUE,TRUE,"free",TRUE,FALSE,TRUE
"NwzHJzuhtxiKX9_vsRrOkA",4,NA,0,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE
"NX1281ugzs2navHAX5X9cQ",2.83333333333333,2,1,TRUE,NA,NA,TRUE,NA,"free",TRUE,NA,NA
"nX6ZtbL2gdJeWOOjbfEGkA",4.75,2,0,NA,NA,TRUE,FALSE,NA,NA,TRUE,TRUE,NA
"Nxg73OigmRQQq0d1pKtkUQ",2.78571428571429,1,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,TRUE
"NxHLCT3PuylmuEDOsZfxWg",3.5,1,0,NA,"average",TRUE,TRUE,TRUE,"no",TRUE,FALSE,TRUE
"nXKaLgLuLs2-S8_O-V09-A",4,1,1,TRUE,"average",FALSE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"nxo1C5te8Aug-Lf5D_0b1A",2.5,2,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"nxY5uxfS-R8xP4n_4kLpuQ",3.25,2,0,TRUE,"average",TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"Ny7Y1Rlhwi5n4LHIpUA21g",3.8,1,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"NyLYY8q1-H3hfsTwuwLPCg",4,1,1,TRUE,"average",TRUE,FALSE,FALSE,"free",TRUE,FALSE,FALSE
"nyM76RUyFzekHHmYEU-KBQ",2,2,1,TRUE,"average",TRUE,FALSE,FALSE,"no",TRUE,TRUE,TRUE
"NyQey4tR7en-l24ChgYEag",5,2,1,TRUE,"average",TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE
"NyRW4zMOvTBXo_RBUboOtg",1,1,0,NA,"average",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE
"nZMXuXw4KObaNOzNPtGaiQ",3,2,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"nzOTw9xu1LfEQxGTykAGdA",4,1,1,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA
"nZRJu778hO66F11QUS53nA",4.3,1,0,TRUE,"quiet",FALSE,TRUE,FALSE,"no",TRUE,FALSE,TRUE
"nzT22B3ad9L0oF2hVYXr8Q",4.07692307692308,1,1,FALSE,"average",TRUE,FALSE,FALSE,"no",TRUE,FALSE,FALSE
"nzUvzv8fOuEioaOlL1G2uw",5,2,0,FALSE,"quiet",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"nZZaLSXkCBYRri9ZfVOgyw",4,1,1,TRUE,"average",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"O_9K3WhlGlXW3KFPfTo0yA",2.90909090909091,2,1,FALSE,"loud",TRUE,FALSE,TRUE,"free",TRUE,TRUE,TRUE
"o_TPuqXuH-O_FbEkFNACUA",4.5,2,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,TRUE,TRUE
"o_UqTV_NkaGjxl7iwm2p3Q",3.75,2,1,FALSE,"average",TRUE,TRUE,FALSE,"no",TRUE,TRUE,TRUE
"o05KsPVYO6dwjaxWuglkDw",2,2,0,NA,"loud",TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE
"O0zyXuEw_aojAK5ILW6WJA",3.61538461538462,1,1,TRUE,"average",TRUE,FALSE,TRUE,"no",TRUE,FALSE,TRUE
"o1FLiGssn5Wxc_POWSuZZA",3,2,0,TRUE,"average",TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE
"O1ird5yRyuDFnOmYu90OoA",4,2,1,TRUE,"loud",TRUE,FALSE,TRUE,"no",FALSE,FALSE,TRUE
"o1O-3ztrp6tFCWOrblYccQ",2.5,1,1,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE
